"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Art Direction-Set Decoration, Color","Winner","John DeCuir, Jack Martin Smith, Hilyard M. Brown, Herman A. Blumenthal, Elven Webb, Maurice Pelling, Boris Juraga, Walter M. Scott, Paul S. Fox, Ray Moyer","36-1964","tt0056937","Cleopatra","nm0289189","Paul S. Fox",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","John DeCuir, Jack Martin Smith, Hilyard M. Brown, Herman A. Blumenthal, Elven Webb, Maurice Pelling, Boris Juraga, Walter M. Scott, Paul S. Fox, Ray Moyer","36-1964","tt0056937","Cleopatra","nm0610455","Ray Moyer",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, James W. Payne","36-1964","tt0056940","Come Blow Your Horn","nm0673134","Hal Pereira",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, James W. Payne","36-1964","tt0056940","Come Blow Your Horn","nm0027380","Roland Anderson",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, James W. Payne","36-1964","tt0056940","Come Blow Your Horn","nm0173754","Sam Comer",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Hal Pereira, Roland Anderson, Sam Comer, James W. Payne","36-1964","tt0056940","Come Blow Your Horn","nm0668349","James W. Payne",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0204649","George W. Davis",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0274135","William Ferrari",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0373832","Addison Hehr",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0333352","Henry Grace",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0339288","Don Greenwood Jr.",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"George W. Davis, William Ferrari, Addison Hehr, Henry Grace, Don Greenwood Jr., Jack Mills","36-1964","tt0056085","How the West Was Won","nm0590032","Jack Mills",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Lyle R. Wheeler, Gene Callahan","36-1964","tt0056907","The Cardinal","nm0923907","Lyle R. Wheeler",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Lyle R. Wheeler, Gene Callahan","36-1964","tt0056907","The Cardinal","nm0130194","Gene Callahan",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ralph W. Brinton, Edward Marshall, Jocelyn Herbert, Josie MacAvin","36-1964","tt0057590","Tom Jones","nm0109713","Ralph W. Brinton",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ralph W. Brinton, Edward Marshall, Jocelyn Herbert, Josie MacAvin","36-1964","tt0057590","Tom Jones","nm0550864","Edward Marshall",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ralph W. Brinton, Edward Marshall, Jocelyn Herbert, Josie MacAvin","36-1964","tt0057590","Tom Jones","nm0378568","Jocelyn Herbert",NA,NA
"Best Art Direction-Set Decoration, Color",NA,"Ralph W. Brinton, Edward Marshall, Jocelyn Herbert, Josie MacAvin","36-1964","tt0057590","Tom Jones","nm0531357","Josie MacAvin",NA,NA
"Best Cinematography, Black-and-White","Winner","James Wong Howe","36-1964","tt0057163","Hud","nm0002146","James Wong Howe",NA,NA
"Best Cinematography, Black-and-White",NA,"Ernest Haller","36-1964","tt0057251","Lilies of the Field","nm0005735","Ernest Haller",NA,NA
"Best Cinematography, Black-and-White",NA,"Milton R. Krasner","36-1964","tt0057263","Love with the Proper Stranger","nm0005762","Milton R. Krasner",NA,NA
"Best Cinematography, Black-and-White",NA,"George J. Folsey","36-1964","tt0056847","The Balcony","nm0005706","George J. Folsey",NA,NA
"Best Cinematography, Black-and-White",NA,"Lucien Ballard","36-1964","tt0056908","The Caretakers","nm0005644","Lucien Ballard",NA,NA
"Best Cinematography, Color","Winner","Leon Shamroy","36-1964","tt0056937","Cleopatra","nm0005872","Leon Shamroy",NA,NA
"Best Cinematography, Color",NA,"William H. Daniels, Milton R. Krasner, Charles Lang, Joseph LaShelle","36-1964","tt0056085","How the West Was Won","nm0200125","William H. Daniels",NA,NA
"Best Cinematography, Color",NA,"William H. Daniels, Milton R. Krasner, Charles Lang, Joseph LaShelle","36-1964","tt0056085","How the West Was Won","nm0005762","Milton R. Krasner",NA,NA
"Best Cinematography, Color",NA,"William H. Daniels, Milton R. Krasner, Charles Lang, Joseph LaShelle","36-1964","tt0056085","How the West Was Won","nm0485702","Charles Lang",NA,NA
"Best Cinematography, Color",NA,"William H. Daniels, Milton R. Krasner, Charles Lang, Joseph LaShelle","36-1964","tt0056085","How the West Was Won","nm0005766","Joseph LaShelle",NA,NA
"Best Cinematography, Color",NA,"Joseph LaShelle","36-1964","tt0057187","Irma la Douce","nm0005766","Joseph LaShelle",NA,NA
"Best Cinematography, Color",NA,"Ernest Laszlo","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0005768","Ernest Laszlo",NA,NA
"Best Cinematography, Color",NA,"Leon Shamroy","36-1964","tt0056907","The Cardinal","nm0005872","Leon Shamroy",NA,NA
"Best Costume Design, Black-and-White","Winner","Piero Gherardi","36-1964","tt0056801","8Â½","nm0315662","Piero Gherardi",NA,NA
"Best Costume Design, Black-and-White",NA,"Edith Head","36-1964","tt0057263","Love with the Proper Stranger","nm0372128","Edith Head",NA,NA
"Best Costume Design, Black-and-White",NA,"Travilla","36-1964","tt0057537","The Stripper","nm0871359","Travilla",NA,NA
"Best Costume Design, Black-and-White",NA,"Bill Thomas","36-1964","tt0057598","Toys in the Attic","nm0858528","Bill Thomas",NA,NA
"Best Costume Design, Black-and-White",NA,"Edith Head","36-1964","tt0057688","Wives and Lovers","nm0372128","Edith Head",NA,NA
"Best Costume Design, Color","Winner","Irene Sharaff, Vittorio Nino Novarese, ReniÃ©","36-1964","tt0056937","Cleopatra","nm0788695","Irene Sharaff",NA,NA
"Best Costume Design, Color","Winner","Irene Sharaff, Vittorio Nino Novarese, ReniÃ©","36-1964","tt0056937","Cleopatra","nm0636973","Vittorio Nino Novarese",NA,NA
"Best Costume Design, Color","Winner","Irene Sharaff, Vittorio Nino Novarese, ReniÃ©","36-1964","tt0056937","Cleopatra","nm0174800","ReniÃ©",NA,NA
"Best Costume Design, Color",NA,"Edith Head","36-1964","tt0057360","A New Kind of Love","nm0372128","Edith Head",NA,NA
"Best Costume Design, Color",NA,"Walter Plunkett","36-1964","tt0056085","How the West Was Won","nm0687703","Walter Plunkett",NA,NA
"Best Costume Design, Color",NA,"Donald Brooks","36-1964","tt0056907","The Cardinal","nm0111965","Donald Brooks",NA,NA
"Best Costume Design, Color",NA,"Piero Tosi","36-1964","tt0057091","The Leopard","nm0869200","Piero Tosi",NA,NA
"Best Director","Winner","Tom Jones","36-1964","tt0057590","Tom Jones","nm0724798","Tony Richardson",NA,NA
"Best Director",NA,"America America","36-1964","tt0056825","America America","nm0001415","Elia Kazan",NA,NA
"Best Director",NA,"8Â½","36-1964","tt0056801","8Â½","nm0000019","Federico Fellini",NA,NA
"Best Director",NA,"Hud","36-1964","tt0057163","Hud","nm0728688","Martin Ritt",NA,NA
"Best Director",NA,"The Cardinal","36-1964","tt0056907","The Cardinal","nm0695937","Otto Preminger",NA,NA
"Best Documentary, Features","Winner","Robert Hughes","36-1964","tt0057459","Robert Frost: A Lover's Quarrel with the World","nm0400892","Robert Hughes",NA,NA
"Best Documentary, Features",NA,"Paul de Roubaix","36-1964","tt0057279","Le maillon et la chaÃ®ne","nm0745515","Paul de Roubaix",NA,NA
"Best Documentary, Features",NA,"Marshall Flaum","36-1964","tt0057698","The Yanks Are Coming","nm0281310","Marshall Flaum",NA,NA
"Best Documentary, Short Subjects","Winner","Simon Schiffrin","36-1964","tt0056920","Chagall","nm0771539","Simon Schiffrin",NA,NA
"Best Documentary, Short Subjects",NA,"George Stevens Jr.","36-1964","tt0057061","The Five Cities of June","nm0828211","George Stevens Jr.",NA,NA
"Best Documentary, Short Subjects",NA,"Algernon G. Wlaker","36-1964","tt0057524","The Spirit of America","nm0937236","Algernon G. Wlaker",NA,NA
"Best Documentary, Short Subjects",NA,"Edgar Anstey","36-1964","tt0057576","Thirty Million Letters","nm0030693","Edgar Anstey",NA,NA
"Best Documentary, Short Subjects",NA,"Mel London","36-1964","tt0057587","To Live Again","nm0518752","Mel London",NA,NA
"Best Effects, Sound Effects","Winner","Walter Elliott","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0254666","Walter Elliott",NA,NA
"Best Effects, Sound Effects",NA,"Robert L. Bratton","36-1964","tt0057090","A Gathering of Eagles","nm0105600","Robert L. Bratton",NA,NA
"Best Effects, Special Visual Effects","Winner","Emil Kosa Jr.","36-1964","tt0056937","Cleopatra","nm0466884","Emil Kosa Jr.",NA,NA
"Best Effects, Special Visual Effects",NA,"Ub Iwerks","36-1964","tt0056869","The Birds","nm0412650","Ub Iwerks",NA,NA
"Best Film Editing","Winner","Harold F. Kress","36-1964","tt0056085","How the West Was Won","nm0470932","Harold F. Kress",NA,NA
"Best Film Editing",NA,"Dorothy Spencer","36-1964","tt0056937","Cleopatra","nm0817929","Dorothy Spencer",NA,NA
"Best Film Editing",NA,"Frederic Knudtson, Robert C. Jones, Gene Fowler Jr.","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0461772","Frederic Knudtson",NA,NA
"Best Film Editing",NA,"Frederic Knudtson, Robert C. Jones, Gene Fowler Jr.","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0002717","Robert C. Jones",NA,NA
"Best Film Editing",NA,"Frederic Knudtson, Robert C. Jones, Gene Fowler Jr.","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0288635","Gene Fowler Jr.",NA,NA
"Best Film Editing",NA,"Louis R. Loeffler","36-1964","tt0056907","The Cardinal","nm0517264","Louis R. Loeffler",NA,NA
"Best Film Editing",NA,"Ferris Webster","36-1964","tt0057115","The Great Escape","nm0916883","Ferris Webster",NA,NA
"Best Foreign Language Film","Winner",NA,"36-1964","tt0056801","8Â½",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"36-1964","tt0056291","Knife in the Water",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"36-1964","tt0056154","Kyoto",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"36-1964","tt0056555","Los Tarantos",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"36-1964","tt0057229","The Red Lanterns",NA,NA,NA,NA
"Best Music, Original Song","Winner","Jimmy Van Heusen (music), Sammy Cahn (lyrics)","36-1964","tt0057400","Papa's Delicate Condition","nm0006329","Jimmy Van Heusen",NA,NA
"Best Music, Original Song","Winner","Jimmy Van Heusen (music), Sammy Cahn (lyrics)","36-1964","tt0057400","Papa's Delicate Condition","nm0005991","Sammy Cahn",NA,NA
"Best Music, Original Song",NA,"Dimitri Tiomkin (music), Paul Francis Webster (lyrics)","36-1964","tt0056800","55 Days at Peking","nm0006323","Dimitri Tiomkin",NA,NA
"Best Music, Original Song",NA,"Dimitri Tiomkin (music), Paul Francis Webster (lyrics)","36-1964","tt0056800","55 Days at Peking","nm0916990","Paul Francis Webster",NA,NA
"Best Music, Original Song",NA,"Riz Ortolani (music), Nino Oliviero (music), Norman Newell (lyrics)","36-1964","tt0057318","A Dog's Life","nm0006221","Riz Ortolani",NA,NA
"Best Music, Original Song",NA,"Riz Ortolani (music), Nino Oliviero (music), Norman Newell (lyrics)","36-1964","tt0057318","A Dog's Life","nm0647246","Nino Oliviero",NA,NA
"Best Music, Original Song",NA,"Riz Ortolani (music), Nino Oliviero (music), Norman Newell (lyrics)","36-1964","tt0057318","A Dog's Life","nm0627821","Norman Newell",NA,NA
"Best Music, Original Song",NA,"Henry Mancini (music), Johnny Mercer (lyrics)","36-1964","tt0056923","Charade","nm0000049","Henry Mancini",NA,NA
"Best Music, Original Song",NA,"Henry Mancini (music), Johnny Mercer (lyrics)","36-1964","tt0056923","Charade","nm0006197","Johnny Mercer",NA,NA
"Best Music, Original Song",NA,"Ernest Gold (music), Mack David (lyrics)","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0006104","Ernest Gold",NA,NA
"Best Music, Original Song",NA,"Ernest Gold (music), Mack David (lyrics)","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0202988","Mack David",NA,NA
"Best Music, Score - Substantially Original","Winner","John Addison","36-1964","tt0057590","Tom Jones","nm0011709","John Addison",NA,NA
"Best Music, Score - Substantially Original",NA,"Dimitri Tiomkin","36-1964","tt0056800","55 Days at Peking","nm0006323","Dimitri Tiomkin",NA,NA
"Best Music, Score - Substantially Original",NA,"Alex North","36-1964","tt0056937","Cleopatra","nm0006218","Alex North",NA,NA
"Best Music, Score - Substantially Original",NA,"Alfred Newman, Ken Darby","36-1964","tt0056085","How the West Was Won","nm0000055","Alfred Newman",NA,NA
"Best Music, Score - Substantially Original",NA,"Alfred Newman, Ken Darby","36-1964","tt0056085","How the West Was Won","nm0006024","Ken Darby",NA,NA
"Best Music, Score - Substantially Original",NA,"Ernest Gold","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0006104","Ernest Gold",NA,NA
"Best Music, Scoring of Music, Adaptation or Treatment","Winner","AndrÃ© Previn","36-1964","tt0057187","Irma la Douce","nm0006238","AndrÃ© Previn",NA,NA
"Best Music, Scoring of Music, Adaptation or Treatment",NA,"Leith Stevens","36-1964","tt0057360","A New Kind of Love","nm0006302","Leith Stevens",NA,NA
"Best Music, Scoring of Music, Adaptation or Treatment",NA,"Johnny Green","36-1964","tt0056891","Bye Bye Birdie","nm0338004","Johnny Green",NA,NA
"Best Music, Scoring of Music, Adaptation or Treatment",NA,"Maurice Jarre","36-1964","tt0055910","Sundays and CybÃ¨le","nm0003574","Maurice Jarre",NA,NA
"Best Music, Scoring of Music, Adaptation or Treatment",NA,"George Bruns","36-1964","tt0057546","The Sword in the Stone","nm0005980","George Bruns",NA,NA
"Best Picture","Winner","Tony Richardson","36-1964","tt0057590","Tom Jones","nm0724798","Tony Richardson",NA,NA
"Best Picture",NA,"Elia Kazan","36-1964","tt0056825","America America","nm0001415","Elia Kazan",NA,NA
"Best Picture",NA,"Walter Wanger","36-1964","tt0056937","Cleopatra","nm0911137","Walter Wanger",NA,NA
"Best Picture",NA,"Bernard Smith","36-1964","tt0056085","How the West Was Won","nm0807430","Bernard Smith",NA,NA
"Best Picture",NA,"Ralph Nelson","36-1964","tt0057251","Lilies of the Field","nm0625680","Ralph Nelson",NA,NA
"Best Short Subject, Cartoons","Winner","Ernest Pintoff","36-1964","tt0056965","The Critic","nm0684719","Ernest Pintoff",NA,NA
"Best Short Subject, Cartoons",NA,"John Halas","36-1964","tt0056841","Automania 2000","nm0354691","John Halas",NA,NA
"Best Short Subject, Cartoons",NA,"Dusan Vukotic","36-1964","tt0057185","Igra","nm0904370","Dusan Vukotic",NA,NA
"Best Short Subject, Cartoons",NA,"Colin Low, Tom Daly","36-1964","tt0057339","My Financial Career","nm0522800","Colin Low",NA,NA
"Best Short Subject, Cartoons",NA,"Colin Low, Tom Daly","36-1964","tt0057339","My Financial Career","nm0198514","Tom Daly",NA,NA
"Best Short Subject, Cartoons",NA,"Carmen D'Avino","36-1964","tt0057410","Pianissimo","nm0195588","Carmen D'Avino",NA,NA
"Best Short Subject, Live Action Subjects","Winner","Paul de Roubaix, Marcel Ichac","36-1964","tt0056300","Occurrence at Owl Creek Bridge","nm0745515","Paul de Roubaix",NA,NA
"Best Short Subject, Live Action Subjects","Winner","Paul de Roubaix, Marcel Ichac","36-1964","tt0056300","Occurrence at Owl Creek Bridge","nm0406685","Marcel Ichac",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Ezra R. Baker","36-1964","tt0056946","Koncert","nm0048441","Ezra R. Baker",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Walker Stuart","36-1964","tt0057575","That's Me","nm0835872","Walker Stuart",NA,NA
"Best Short Subject, Live Action Subjects",NA,"James Hill","36-1964","tt0057149","The Home-Made Car","nm0384342","James Hill",NA,NA
"Best Short Subject, Live Action Subjects",NA,"Christopher Miles","36-1964","tt0057506","The Six-Sided Triangle","nm0587085","Christopher Miles",NA,NA
"Best Sound","Winner","Franklin Milton (M-G-M SSD)","36-1964","tt0056085","How the West Was Won","nm0590665","Franklin Milton",NA,NA
"Best Sound",NA,"Charles J. Rice (Columbia SSD)","36-1964","tt0056891","Bye Bye Birdie","nm0723376","Charles J. Rice",NA,NA
"Best Sound",NA,"Waldon O. Watson (Universal City SSD)","36-1964","tt0056903","Captain Newman, M.D.","nm0910592","Waldon O. Watson",NA,NA
"Best Sound",NA,"James Corcoran (20th Century-Fox SSD), Fred Hynes (Todd-AO SSD)","36-1964","tt0056937","Cleopatra","nm0179331","James Corcoran",NA,NA
"Best Sound",NA,"James Corcoran (20th Century-Fox SSD), Fred Hynes (Todd-AO SSD)","36-1964","tt0056937","Cleopatra","nm0405261","Fred Hynes",NA,NA
"Best Sound",NA,"Gordon Sawyer (Samuel Goldwyn SSD)","36-1964","tt0057193","It's a Mad Mad Mad Mad World","nm0768167","Gordon Sawyer",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium","Winner","John Osborne","36-1964","tt0057590","Tom Jones","nm0651570","John Osborne",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Richard L. Breen, Phoebe Ephron, Henry Ephron","36-1964","tt0056903","Captain Newman, M.D.","nm0106764","Richard L. Breen",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Richard L. Breen, Phoebe Ephron, Henry Ephron","36-1964","tt0056903","Captain Newman, M.D.","nm0258290","Phoebe Ephron",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Richard L. Breen, Phoebe Ephron, Henry Ephron","36-1964","tt0056903","Captain Newman, M.D.","nm0258288","Henry Ephron",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Irving Ravetch, Harriet Frank Jr.","36-1964","tt0057163","Hud","nm0712419","Irving Ravetch",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Irving Ravetch, Harriet Frank Jr.","36-1964","tt0057163","Hud","nm0290809","Harriet Frank Jr.",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"James Poe","36-1964","tt0057251","Lilies of the Field","nm0688117","James Poe",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Serge Bourguignon, Antoine Tudal","36-1964","tt0055910","Sundays and CybÃ¨le","nm0099984","Serge Bourguignon",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Serge Bourguignon, Antoine Tudal","36-1964","tt0055910","Sundays and CybÃ¨le","nm0876072","Antoine Tudal",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen","Winner","James R. Webb","36-1964","tt0056085","How the West Was Won","nm0916139","James R. Webb",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","36-1964","tt0056801","8Â½","nm0000019","Federico Fellini",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","36-1964","tt0056801","8Â½","nm0280919","Ennio Flaiano",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","36-1964","tt0056801","8Â½","nm0684083","Tullio Pinelli",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Federico Fellini, Ennio Flaiano, Tullio Pinelli, Brunello Rondi","36-1964","tt0056801","8Â½","nm0740021","Brunello Rondi",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Elia Kazan","36-1964","tt0056825","America America","nm0001415","Elia Kazan",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Arnold Schulman","36-1964","tt0057263","Love with the Proper Stranger","nm0776068","Arnold Schulman",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Pasquale Festa Campanile (screenplay/story), Massimo Franciosa (screenplay/story), Nanni Loy (screenplay/story), Vasco Pratolini (story), Carlo Bernari (screenplay)","36-1964","tt0056389","The Four Days of Naples","nm0275269","Pasquale Festa Campanile",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Pasquale Festa Campanile (screenplay/story), Massimo Franciosa (screenplay/story), Nanni Loy (screenplay/story), Vasco Pratolini (story), Carlo Bernari (screenplay)","36-1964","tt0056389","The Four Days of Naples","nm0290050","Massimo Franciosa",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Pasquale Festa Campanile (screenplay/story), Massimo Franciosa (screenplay/story), Nanni Loy (screenplay/story), Vasco Pratolini (story), Carlo Bernari (screenplay)","36-1964","tt0056389","The Four Days of Naples","nm0523439","Nanni Loy",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Pasquale Festa Campanile (screenplay/story), Massimo Franciosa (screenplay/story), Nanni Loy (screenplay/story), Vasco Pratolini (story), Carlo Bernari (screenplay)","36-1964","tt0056389","The Four Days of Naples","nm0695390","Vasco Pratolini",NA,NA
"Best Writing, Story and Screenplay - Written Directly for the Screen",NA,"Pasquale Festa Campanile (screenplay/story), Massimo Franciosa (screenplay/story), Nanni Loy (screenplay/story), Vasco Pratolini (story), Carlo Bernari (screenplay)","36-1964","tt0056389","The Four Days of Naples","nm0076547","Carlo Bernari",NA,NA
"Best Actor in a Leading Role","Winner","My Fair Lady","37-1965","tt0058385","My Fair Lady","nm0001322","Rex Harrison",NA,NA
"Best Actor in a Leading Role",NA,"Zorba the Greek","37-1965","tt0057831","Zorba the Greek","nm0000063","Anthony Quinn",NA,NA
"Best Actor in a Leading Role",NA,"Becket","37-1965","tt0057877","Becket","nm0000564","Peter O'Toole",NA,NA
"Best Actor in a Leading Role",NA,"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","37-1965","tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","nm0000634","Peter Sellers",NA,NA
"Best Actor in a Leading Role",NA,"Becket","37-1965","tt0057877","Becket","nm0000009","Richard Burton",NA,NA
"Best Actor in a Supporting Role","Winner","Topkapi","37-1965","tt0058672","Topkapi","nm0001811","Peter Ustinov",NA,NA
"Best Actor in a Supporting Role",NA,"Seven Days in May","37-1965","tt0058576","Seven Days in May","nm0639529","Edmond O'Brien",NA,NA
"Best Actor in a Supporting Role",NA,"Becket","37-1965","tt0057877","Becket","nm0000024","John Gielgud",NA,NA
"Best Actor in a Supporting Role",NA,"The Best Man","37-1965","tt0057883","The Best Man","nm0870543","Lee Tracy",NA,NA
"Best Actor in a Supporting Role",NA,"My Fair Lady","37-1965","tt0058385","My Fair Lady","nm0391361","Stanley Holloway",NA,NA
"Best Actress in a Leading Role","Winner","Mary Poppins","37-1965","tt0058331","Mary Poppins","nm0000267","Julie Andrews",NA,NA
"Best Actress in a Leading Role",NA,"The Pumpkin Eater","37-1965","tt0058500","The Pumpkin Eater","nm0000843","Anne Bancroft",NA,NA
"Best Actress in a Leading Role",NA,"The Unsinkable Molly Brown","37-1965","tt0058708","The Unsinkable Molly Brown","nm0001666","Debbie Reynolds",NA,NA
"Best Actress in a Leading Role",NA,"Seance on a Wet Afternoon","37-1965","tt0058557","Seance on a Wet Afternoon","nm0822535","Kim Stanley",NA,NA
"Best Actress in a Leading Role",NA,"Marriage Italian Style","37-1965","tt0058335","Marriage Italian Style","nm0000047","Sophia Loren",NA,NA
"Best Actress in a Supporting Role","Winner","Zorba the Greek","37-1965","tt0057831","Zorba the Greek","nm0444321","Lila Kedrova",NA,NA
"Best Actress in a Supporting Role",NA,"Hush...Hush, Sweet Charlotte","37-1965","tt0058213","Hush...Hush, Sweet Charlotte","nm0001547","Agnes Moorehead",NA,NA
"Best Actress in a Supporting Role",NA,"The Chalk Garden","37-1965","tt0057933","The Chalk Garden","nm0262725","Edith Evans",NA,NA
"Best Actress in a Supporting Role",NA,"My Fair Lady","37-1965","tt0058385","My Fair Lady","nm0178066","Gladys Cooper",NA,NA
"Best Actress in a Supporting Role",NA,"The Night of the Iguana","37-1965","tt0058404","The Night of the Iguana","nm0355621","Grayson Hall",NA,NA
"Best Art Direction-Set Decoration, Black-and-White","Winner","Vasilis Fotopoulos","37-1965","tt0057831","Zorba the Greek","nm0288193","Vasilis Fotopoulos",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"William Glasgow, Raphael Bretton","37-1965","tt0058213","Hush...Hush, Sweet Charlotte","nm0321881","William Glasgow",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"William Glasgow, Raphael Bretton","37-1965","tt0058213","Hush...Hush, Sweet Charlotte","nm0107987","Raphael Bretton",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Cary Odell, Edward G. Boyle","37-1965","tt0058576","Seven Days in May","nm0643970","Cary Odell",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Cary Odell, Edward G. Boyle","37-1965","tt0058576","Seven Days in May","nm0102231","Edward G. Boyle",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"George W. Davis, Hans Peters, Elliot Scott, Henry Grace, Robert R. Benton","37-1965","tt0057840","The Americanization of Emily","nm0204649","George W. Davis",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"George W. Davis, Hans Peters, Elliot Scott, Henry Grace, Robert R. Benton","37-1965","tt0057840","The Americanization of Emily","nm0676462","Hans Peters",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"George W. Davis, Hans Peters, Elliot Scott, Henry Grace, Robert R. Benton","37-1965","tt0057840","The Americanization of Emily","nm0779089","Elliot Scott",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"George W. Davis, Hans Peters, Elliot Scott, Henry Grace, Robert R. Benton","37-1965","tt0057840","The Americanization of Emily","nm0333352","Henry Grace",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"George W. Davis, Hans Peters, Elliot Scott, Henry Grace, Robert R. Benton","37-1965","tt0057840","The Americanization of Emily","nm0072960","Robert R. Benton",NA,NA
"Best Art Direction-Set Decoration, Black-and-White",NA,"Stephen B. Grimes","37-1965","tt0058404","The Night of the Iguana","nm0342242","Stephen B. Grimes",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Gene Allen, Cecil Beaton, George James Hopkins","37-1965","tt0058385","My Fair Lady","nm0020537","Gene Allen",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Gene Allen, Cecil Beaton, George James Hopkins","37-1965","tt0058385","My Fair Lady","nm0064100","Cecil Beaton",NA,NA
"Best Art Direction-Set Decoration, Color","Winner","Gene Allen, Cecil Beaton, George James Hopkins","37-1965","tt0058385","My Fair Lady","nm0394166","George James Hopkins",NA,NA
