"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName"
"Best Makeup",NA,"Thomas R. Burman, Bari Dreiband-Burman","61-1989","tt0096061","Scrooged","nm0122207","Thomas R. Burman",NA,NA
"Best Makeup",NA,"Thomas R. Burman, Bari Dreiband-Burman","61-1989","tt0096061","Scrooged","nm0237412","Bari Dreiband-Burman",NA,NA
"Best Music, Original Score","Winner","Dave Grusin","61-1989","tt0095638","The Milagro Beanfield War","nm0006115","Dave Grusin",NA,NA
"Best Music, Original Score",NA,"George Fenton","61-1989","tt0094947","Dangerous Liaisons","nm0006070","George Fenton",NA,NA
"Best Music, Original Score",NA,"Maurice Jarre","61-1989","tt0095243","Gorillas in the Mist","nm0003574","Maurice Jarre",NA,NA
"Best Music, Original Score",NA,"Hans Zimmer","61-1989","tt0095953","Rain Man","nm0001877","Hans Zimmer",NA,NA
"Best Music, Original Score",NA,"John Williams","61-1989","tt0094606","The Accidental Tourist","nm0002354","John Williams",NA,NA
"Best Music, Original Song","Winner","Carly Simon","61-1989","tt0096463","Working Girl","nm0800089","Carly Simon",NA,NA
"Best Music, Original Song",NA,"Bob Telson","61-1989","tt0095801","Bagdad Cafe","nm0854551","Bob Telson",NA,NA
"Best Music, Original Song",NA,"Lamont Dozier (music), Phil Collins (lyrics)","61-1989","tt0094819","Buster","nm0236541","Lamont Dozier",NA,NA
"Best Music, Original Song",NA,"Lamont Dozier (music), Phil Collins (lyrics)","61-1989","tt0094819","Buster","nm0002015","Phil Collins",NA,NA
"Best Picture","Winner","Mark Johnson","61-1989","tt0095953","Rain Man","nm0425741","Mark Johnson",NA,NA
"Best Picture",NA,"Norma Heyman, Hank Moonjean","61-1989","tt0094947","Dangerous Liaisons","nm0382278","Norma Heyman",NA,NA
"Best Picture",NA,"Norma Heyman, Hank Moonjean","61-1989","tt0094947","Dangerous Liaisons","nm0600794","Hank Moonjean",NA,NA
"Best Picture",NA,"Frederick Zollo, Robert F. Colesberry","61-1989","tt0095647","Mississippi Burning","nm0957712","Frederick Zollo",NA,NA
"Best Picture",NA,"Frederick Zollo, Robert F. Colesberry","61-1989","tt0095647","Mississippi Burning","nm0171348","Robert F. Colesberry",NA,NA
"Best Picture",NA,"Lawrence Kasdan, Charles Okun, Michael Grillo","61-1989","tt0094606","The Accidental Tourist","nm0001410","Lawrence Kasdan",NA,NA
"Best Picture",NA,"Lawrence Kasdan, Charles Okun, Michael Grillo","61-1989","tt0094606","The Accidental Tourist","nm0645795","Charles Okun",NA,NA
"Best Picture",NA,"Lawrence Kasdan, Charles Okun, Michael Grillo","61-1989","tt0094606","The Accidental Tourist","nm0342045","Michael Grillo",NA,NA
"Best Picture",NA,"Douglas Wick","61-1989","tt0096463","Working Girl","nm0926824","Douglas Wick",NA,NA
"Best Short Film, Animated","Winner","John Lasseter, William Reeves","61-1989","tt0096273","Tin Toy","nm0005124","John Lasseter",NA,NA
"Best Short Film, Animated","Winner","John Lasseter, William Reeves","61-1989","tt0096273","Tin Toy","nm0716315","William Reeves",NA,NA
"Best Short Film, Animated",NA,"Brian Jennings, Bill Kroyer","61-1989","tt0096238","Technological Threat","nm0421117","Brian Jennings",NA,NA
"Best Short Film, Animated",NA,"Brian Jennings, Bill Kroyer","61-1989","tt0096238","Technological Threat","nm0472386","Bill Kroyer",NA,NA
"Best Short Film, Animated",NA,"Cordell Barker","61-1989","tt0094847","The Cat Came Back","nm0054855","Cordell Barker",NA,NA
"Best Short Film, Live Action","Winner","Dean Parisot, Steven Wright","61-1989","tt0094670","The Appointments of Dennis Jennings","nm0661751","Dean Parisot",NA,NA
"Best Short Film, Live Action","Winner","Dean Parisot, Steven Wright","61-1989","tt0094670","The Appointments of Dennis Jennings","nm0942833","Steven Wright",NA,NA
"Best Short Film, Live Action",NA,"Matia Karrell","61-1989","tt0094825","Cadillac Dreams","nm0440105","Matia Karrell",NA,NA
"Best Short Film, Live Action",NA,"Gary Moss","61-1989","tt0095261","Gullah Tales","nm0608965","Gary Moss",NA,NA
"Best Sound","Winner","Les Fresholtz, Rick Alexander (as Dick Alexander), Vern Poore, Willie D. Burton","61-1989","tt0094747","Bird","nm0294370","Les Fresholtz",NA,NA
"Best Sound","Winner","Les Fresholtz, Rick Alexander (as Dick Alexander), Vern Poore, Willie D. Burton","61-1989","tt0094747","Bird","nm1219804","Rick Alexander",NA,NA
"Best Sound","Winner","Les Fresholtz, Rick Alexander (as Dick Alexander), Vern Poore, Willie D. Burton","61-1989","tt0094747","Bird","nm0691005","Vern Poore",NA,NA
"Best Sound","Winner","Les Fresholtz, Rick Alexander (as Dick Alexander), Vern Poore, Willie D. Burton","61-1989","tt0094747","Bird","nm0123770","Willie D. Burton",NA,NA
"Best Sound",NA,"Don J. Bassman, Kevin F. Cleary, Richard Overton, Al Overton Jr.","61-1989","tt0095016","Die Hard","nm0060318","Don J. Bassman",NA,NA
"Best Sound",NA,"Don J. Bassman, Kevin F. Cleary, Richard Overton, Al Overton Jr.","61-1989","tt0095016","Die Hard","nm0165855","Kevin F. Cleary",NA,NA
"Best Sound",NA,"Don J. Bassman, Kevin F. Cleary, Richard Overton, Al Overton Jr.","61-1989","tt0095016","Die Hard","nm0653958","Richard Overton",NA,NA
"Best Sound",NA,"Don J. Bassman, Kevin F. Cleary, Richard Overton, Al Overton Jr.","61-1989","tt0095016","Die Hard","nm0653929","Al Overton Jr.",NA,NA
"Best Sound",NA,"Andy Nelson, Brian Saunders, Peter Handford","61-1989","tt0095243","Gorillas in the Mist","nm0625144","Andy Nelson",NA,NA
"Best Sound",NA,"Andy Nelson, Brian Saunders, Peter Handford","61-1989","tt0095243","Gorillas in the Mist","nm0766750","Brian Saunders",NA,NA
"Best Sound",NA,"Andy Nelson, Brian Saunders, Peter Handford","61-1989","tt0095243","Gorillas in the Mist","nm0359542","Peter Handford",NA,NA
"Best Sound",NA,"Robert J. Litt, Elliot Tyson, Rick Kline, Danny Michael","61-1989","tt0095647","Mississippi Burning","nm0514448","Robert J. Litt",NA,NA
"Best Sound",NA,"Robert J. Litt, Elliot Tyson, Rick Kline, Danny Michael","61-1989","tt0095647","Mississippi Burning","nm0006525","Elliot Tyson",NA,NA
"Best Sound",NA,"Robert J. Litt, Elliot Tyson, Rick Kline, Danny Michael","61-1989","tt0095647","Mississippi Burning","nm0459662","Rick Kline",NA,NA
"Best Sound",NA,"Robert J. Litt, Elliot Tyson, Rick Kline, Danny Michael","61-1989","tt0095647","Mississippi Burning","nm0584098","Danny Michael",NA,NA
"Best Sound",NA,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe","61-1989","tt0096438","Who Framed Roger Rabbit","nm0461702","Robert Knudson",NA,NA
"Best Sound",NA,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe","61-1989","tt0096438","Who Framed Roger Rabbit","nm0101815","John Boyd",NA,NA
"Best Sound",NA,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe","61-1989","tt0096438","Who Framed Roger Rabbit","nm0226564","Don Digirolamo",NA,NA
"Best Sound",NA,"Robert Knudson, John Boyd, Don Digirolamo, Tony Dawe","61-1989","tt0096438","Who Framed Roger Rabbit","nm0003360","Tony Dawe",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium","Winner","Christopher Hampton","61-1989","tt0094947","Dangerous Liaisons","nm0358960","Christopher Hampton",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Anna Hamilton Phelan (screenplay/story), Tab Murphy (story)","61-1989","tt0095243","Gorillas in the Mist","nm0357703","Anna Hamilton Phelan",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Anna Hamilton Phelan (screenplay/story), Tab Murphy (story)","61-1989","tt0095243","Gorillas in the Mist","nm0614742","Tab Murphy",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Christine Edzard","61-1989","tt0095530","Little Dorrit","nm0250489","Christine Edzard",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Frank Galati, Lawrence Kasdan","61-1989","tt0094606","The Accidental Tourist","nm0301715","Frank Galati",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Frank Galati, Lawrence Kasdan","61-1989","tt0094606","The Accidental Tourist","nm0001410","Lawrence Kasdan",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Jean-Claude CarriÃ¨re, Philip Kaufman","61-1989","tt0096332","The Unbearable Lightness of Being","nm0140643","Jean-Claude CarriÃ¨re",NA,NA
"Best Writing, Screenplay Based on Material from Another Medium",NA,"Jean-Claude CarriÃ¨re, Philip Kaufman","61-1989","tt0096332","The Unbearable Lightness of Being","nm0442241","Philip Kaufman",NA,NA
"Best Writing, Screenplay Written Directly for the Screen","Winner","Ronald Bass (screenplay), Barry Morrow (screenplay/story)","61-1989","tt0095953","Rain Man","nm0060103","Ronald Bass",NA,NA
"Best Writing, Screenplay Written Directly for the Screen","Winner","Ronald Bass (screenplay), Barry Morrow (screenplay/story)","61-1989","tt0095953","Rain Man","nm0607454","Barry Morrow",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"John Cleese (screenplay/story), Charles Crichton (story)","61-1989","tt0095159","A Fish Called Wanda","nm0000092","John Cleese",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"John Cleese (screenplay/story), Charles Crichton (story)","61-1989","tt0095159","A Fish Called Wanda","nm0187769","Charles Crichton",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"Gary Ross, Anne Spielberg","61-1989","tt0094737","Big","nm0002657","Gary Ross",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"Gary Ross, Anne Spielberg","61-1989","tt0094737","Big","nm0818576","Anne Spielberg",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"Ron Shelton","61-1989","tt0094812","Bull Durham","nm0005421","Ron Shelton",NA,NA
"Best Writing, Screenplay Written Directly for the Screen",NA,"Naomi Foner","61-1989","tt0096018","Running on Empty","nm0284524","Naomi Foner",NA,NA
"Best Actor in a Leading Role","Winner","My Left Foot","62-1990","tt0097937","My Left Foot","nm0000358","Daniel Day-Lewis",NA,NA
"Best Actor in a Leading Role",NA,"Henry V","62-1990","tt0097499","Henry V","nm0000110","Kenneth Branagh",NA,NA
"Best Actor in a Leading Role",NA,"Driving Miss Daisy","62-1990","tt0097239","Driving Miss Daisy","nm0000151","Morgan Freeman",NA,NA
"Best Actor in a Leading Role",NA,"Dead Poets Society","62-1990","tt0097165","Dead Poets Society","nm0000245","Robin Williams",NA,NA
"Best Actor in a Leading Role",NA,"Born on the Fourth of July","62-1990","tt0096969","Born on the Fourth of July","nm0000129","Tom Cruise",NA,NA
"Best Actor in a Supporting Role","Winner","Glory","62-1990","tt0097441","Glory","nm0000243","Denzel Washington",NA,NA
"Best Actor in a Supporting Role",NA,"Driving Miss Daisy","62-1990","tt0097239","Driving Miss Daisy","nm0000101","Dan Aykroyd",NA,NA
"Best Actor in a Supporting Role",NA,"Do the Right Thing","62-1990","tt0097216","Do the Right Thing","nm0000732","Danny Aiello",NA,NA
"Best Actor in a Supporting Role",NA,"A Dry White Season","62-1990","tt0097243","A Dry White Season","nm0000008","Marlon Brando",NA,NA
"Best Actor in a Supporting Role",NA,"Crimes and Misdemeanors","62-1990","tt0097123","Crimes and Misdemeanors","nm0001445","Martin Landau",NA,NA
"Best Actress in a Leading Role","Winner","Driving Miss Daisy","62-1990","tt0097239","Driving Miss Daisy","nm0001788","Jessica Tandy",NA,NA
"Best Actress in a Leading Role",NA,"Camille Claudel","62-1990","tt0094828","Camille Claudel","nm0000254","Isabelle Adjani",NA,NA
"Best Actress in a Leading Role",NA,"Music Box","62-1990","tt0100211","Music Box","nm0001448","Jessica Lange",NA,NA
"Best Actress in a Leading Role",NA,"The Fabulous Baker Boys","62-1990","tt0097322","The Fabulous Baker Boys","nm0000201","Michelle Pfeiffer",NA,NA
"Best Actress in a Leading Role",NA,"Shirley Valentine","62-1990","tt0098319","Shirley Valentine","nm0172604","Pauline Collins",NA,NA
"Best Actress in a Supporting Role","Winner","My Left Foot","62-1990","tt0097937","My Left Foot","nm0002084","Brenda Fricker",NA,NA
"Best Actress in a Supporting Role",NA,"Enemies, A Love Story","62-1990","tt0097276","Enemies, A Love Story","nm0001378","Anjelica Huston",NA,NA
"Best Actress in a Supporting Role",NA,"Parenthood","62-1990","tt0098067","Parenthood","nm0001848","Dianne Wiest",NA,NA
"Best Actress in a Supporting Role",NA,"Steel Magnolias","62-1990","tt0098384","Steel Magnolias","nm0000210","Julia Roberts",NA,NA
"Best Actress in a Supporting Role",NA,"Enemies, A Love Story","62-1990","tt0097276","Enemies, A Love Story","nm0000565","Lena Olin",NA,NA
"Best Art Direction-Set Decoration","Winner","Anton Furst, Peter Young","62-1990","tt0096895","Batman","nm0299107","Anton Furst",NA,NA
"Best Art Direction-Set Decoration","Winner","Anton Furst, Peter Young","62-1990","tt0096895","Batman","nm0949952","Peter Young",NA,NA
"Best Art Direction-Set Decoration",NA,"Bruno Rubeo, Crispian Sallis","62-1990","tt0097239","Driving Miss Daisy","nm0747941","Bruno Rubeo",NA,NA
"Best Art Direction-Set Decoration",NA,"Bruno Rubeo, Crispian Sallis","62-1990","tt0097239","Driving Miss Daisy","nm0758605","Crispian Sallis",NA,NA
"Best Art Direction-Set Decoration",NA,"Norman Garwood, Garrett Lewis","62-1990","tt0097441","Glory","nm0308841","Norman Garwood",NA,NA
"Best Art Direction-Set Decoration",NA,"Norman Garwood, Garrett Lewis","62-1990","tt0097441","Glory","nm0507204","Garrett Lewis",NA,NA
"Best Art Direction-Set Decoration",NA,"Leslie Dilley, Anne Kuljian","62-1990","tt0096754","The Abyss","nm0226896","Leslie Dilley",NA,NA
"Best Art Direction-Set Decoration",NA,"Leslie Dilley, Anne Kuljian","62-1990","tt0096754","The Abyss","nm0474600","Anne Kuljian",NA,NA
"Best Art Direction-Set Decoration",NA,"Dante Ferretti, Francesca Lo Schiavo","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0274721","Dante Ferretti",NA,NA
"Best Art Direction-Set Decoration",NA,"Dante Ferretti, Francesca Lo Schiavo","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0521302","Francesca Lo Schiavo",NA,NA
"Best Cinematography","Winner","Freddie Francis","62-1990","tt0097441","Glory","nm0005711","Freddie Francis",NA,NA
"Best Cinematography",NA,"Haskell Wexler","62-1990","tt0096943","Blaze","nm0005549","Haskell Wexler",NA,NA
"Best Cinematography",NA,"Robert Richardson","62-1990","tt0096969","Born on the Fourth of July","nm0724744","Robert Richardson",NA,NA
"Best Cinematography",NA,"Mikael Salomon","62-1990","tt0096754","The Abyss","nm0004121","Mikael Salomon",NA,NA
"Best Cinematography",NA,"Michael Ballhaus","62-1990","tt0097322","The Fabulous Baker Boys","nm0000841","Michael Ballhaus",NA,NA
"Best Costume Design","Winner","Phyllis Dalton","62-1990","tt0097499","Henry V","nm0198335","Phyllis Dalton",NA,NA
"Best Costume Design",NA,"Elizabeth McBride","62-1990","tt0097239","Driving Miss Daisy","nm0564296","Elizabeth McBride",NA,NA
"Best Costume Design",NA,"Joe I. Tompkins","62-1990","tt0097481","Harlem Nights","nm0867001","Joe I. Tompkins",NA,NA
"Best Costume Design",NA,"Gabriella Pescucci","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0675951","Gabriella Pescucci",NA,NA
"Best Costume Design",NA,"Theodor Pistek","62-1990","tt0098575","Valmont","nm0685551","Theodor Pistek",NA,NA
"Best Director","Winner","Born on the Fourth of July","62-1990","tt0096969","Born on the Fourth of July","nm0000231","Oliver Stone",NA,NA
"Best Director",NA,"My Left Foot","62-1990","tt0097937","My Left Foot","nm0006487","Jim Sheridan",NA,NA
"Best Director",NA,"Henry V","62-1990","tt0097499","Henry V","nm0000110","Kenneth Branagh",NA,NA
"Best Director",NA,"Dead Poets Society","62-1990","tt0097165","Dead Poets Society","nm0001837","Peter Weir",NA,NA
"Best Director",NA,"Crimes and Misdemeanors","62-1990","tt0097123","Crimes and Misdemeanors","nm0000095","Woody Allen",NA,NA
"Best Documentary, Features","Winner","Rob Epstein, Bill CouturiÃ©","62-1990","tt0097099","Common Threads: Stories from the Quilt","nm0258531","Rob Epstein",NA,NA
"Best Documentary, Features","Winner","Rob Epstein, Bill CouturiÃ©","62-1990","tt0097099","Common Threads: Stories from the Quilt","nm0184323","Bill CouturiÃ©",NA,NA
"Best Documentary, Features",NA,"Richard Kilberg, Yvonne Smith","62-1990","tt0096761","Adam Clayton Powell","nm0452918","Richard Kilberg",NA,NA
"Best Documentary, Features",NA,"Richard Kilberg, Yvonne Smith","62-1990","tt0096761","Adam Clayton Powell","nm0810382","Yvonne Smith",NA,NA
"Best Documentary, Features",NA,"Vince DiPersio, Bill Guttentag","62-1990","tt0097120","Crack USA: County Under Siege","nm0228122","Vince DiPersio",NA,NA
"Best Documentary, Features",NA,"Vince DiPersio, Bill Guttentag","62-1990","tt0097120","Crack USA: County Under Siege","nm0349702","Bill Guttentag",NA,NA
"Best Documentary, Features",NA,"Al Reinert, Betsy Broyles Breier","62-1990","tt0097372","For All Mankind","nm0718031","Al Reinert",NA,NA
"Best Documentary, Features",NA,"Al Reinert, Betsy Broyles Breier","62-1990","tt0097372","For All Mankind","nm0972202","Betsy Broyles Breier",NA,NA
"Best Documentary, Features",NA,"Judith Leonard, Bill Jersey","62-1990","tt0098413","Super Chief: The Life and Legacy of Earl Warren","nm0502672","Judith Leonard",NA,NA
"Best Documentary, Features",NA,"Judith Leonard, Bill Jersey","62-1990","tt0098413","Super Chief: The Life and Legacy of Earl Warren","nm0422080","Bill Jersey",NA,NA
"Best Documentary, Short Subjects","Winner","Charles Guggenheim","62-1990","tt0097628","The Johnstown Flood","nm0346549","Charles Guggenheim",NA,NA
"Best Documentary, Short Subjects",NA,"David Petersen","62-1990","tt0097356","Fine Food, Fine Pastries, Open 6 to 9","nm0676793","David Petersen",NA,NA
"Best Documentary, Short Subjects",NA,"Ray Errol Fox","62-1990","tt0098685","Yad Vashem: Preserving the Past to Ensure the Future","nm0289201","Ray Errol Fox",NA,NA
"Best Effects, Sound Effects Editing","Winner","Ben Burtt, Richard Hymns","62-1990","tt0097576","Indiana Jones and the Last Crusade","nm0123785","Ben Burtt",NA,NA
"Best Effects, Sound Effects Editing","Winner","Ben Burtt, Richard Hymns","62-1990","tt0097576","Indiana Jones and the Last Crusade","nm0405232","Richard Hymns",NA,NA
"Best Effects, Sound Effects Editing",NA,"Milton C. Burrow, William L. Manger","62-1990","tt0096933","Black Rain","nm0123228","Milton C. Burrow",NA,NA
"Best Effects, Sound Effects Editing",NA,"Milton C. Burrow, William L. Manger","62-1990","tt0096933","Black Rain","nm0542191","William L. Manger",NA,NA
"Best Effects, Sound Effects Editing",NA,"Robert G. Henderson, Alan Robert Murray","62-1990","tt0097733","Lethal Weapon 2","nm0376583","Robert G. Henderson",NA,NA
"Best Effects, Sound Effects Editing",NA,"Robert G. Henderson, Alan Robert Murray","62-1990","tt0097733","Lethal Weapon 2","nm0614812","Alan Robert Murray",NA,NA
"Best Effects, Visual Effects","Winner","Hoyt Yeatman, Dennis Muren, John Bruno, Dennis Skotak","62-1990","tt0096754","The Abyss","nm0947087","Hoyt Yeatman",NA,NA
"Best Effects, Visual Effects","Winner","Hoyt Yeatman, Dennis Muren, John Bruno, Dennis Skotak","62-1990","tt0096754","The Abyss","nm0613830","Dennis Muren",NA,NA
"Best Effects, Visual Effects","Winner","Hoyt Yeatman, Dennis Muren, John Bruno, Dennis Skotak","62-1990","tt0096754","The Abyss","nm0116497","John Bruno",NA,NA
"Best Effects, Visual Effects","Winner","Hoyt Yeatman, Dennis Muren, John Bruno, Dennis Skotak","62-1990","tt0096754","The Abyss","nm0804737","Dennis Skotak",NA,NA
"Best Effects, Visual Effects",NA,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley","62-1990","tt0096874","Back to the Future Part II","nm0707822","Ken Ralston",NA,NA
"Best Effects, Visual Effects",NA,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley","62-1990","tt0096874","Back to the Future Part II","nm0487177","Michael Lantieri",NA,NA
"Best Effects, Visual Effects",NA,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley","62-1990","tt0096874","Back to the Future Part II","nm0068290","John Bell",NA,NA
"Best Effects, Visual Effects",NA,"Ken Ralston, Michael Lantieri, John Bell, Steve Gawley","62-1990","tt0096874","Back to the Future Part II","nm0310697","Steve Gawley",NA,NA
"Best Effects, Visual Effects",NA,"Richard Conway, Kent Houston","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0176763","Richard Conway",NA,NA
"Best Effects, Visual Effects",NA,"Richard Conway, Kent Houston","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0396854","Kent Houston",NA,NA
"Best Film Editing","Winner","David Brenner, Joe Hutshing","62-1990","tt0096969","Born on the Fourth of July","nm0107463","David Brenner",NA,NA
"Best Film Editing","Winner","David Brenner, Joe Hutshing","62-1990","tt0096969","Born on the Fourth of July","nm0404528","Joe Hutshing",NA,NA
"Best Film Editing",NA,"Mark Warner","62-1990","tt0097239","Driving Miss Daisy","nm0912536","Mark Warner",NA,NA
"Best Film Editing",NA,"Steven Rosenblum","62-1990","tt0097441","Glory","nm0742475","Steven Rosenblum",NA,NA
"Best Film Editing",NA,"NoÃ«lle Boisson","62-1990","tt0095800","The Bear","nm0092384","NoÃ«lle Boisson",NA,NA
"Best Film Editing",NA,"William Steinkamp","62-1990","tt0097322","The Fabulous Baker Boys","nm0826119","William Steinkamp",NA,NA
"Best Foreign Language Film","Winner",NA,"62-1990","tt0095765","Cinema Paradiso",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"62-1990","tt0094828","Camille Claudel",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"62-1990","tt0097635","Jesus of Montreal",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"62-1990","tt0097766","Lo que le pasÃ³ a Santiago",NA,NA,NA,NA
"Best Foreign Language Film",NA,NA,"62-1990","tt0097155","Memories of a Marriage",NA,NA,NA,NA
"Best Makeup","Winner","Manlio Rocchetti, Lynn Barber, Kevin Haney","62-1990","tt0097239","Driving Miss Daisy","nm0733647","Manlio Rocchetti",NA,NA
"Best Makeup","Winner","Manlio Rocchetti, Lynn Barber, Kevin Haney","62-1990","tt0097239","Driving Miss Daisy","nm0053430","Lynn Barber",NA,NA
"Best Makeup","Winner","Manlio Rocchetti, Lynn Barber, Kevin Haney","62-1990","tt0097239","Driving Miss Daisy","nm0359790","Kevin Haney",NA,NA
"Best Makeup",NA,"Dick Smith, Ken Diaz, Greg Nelson","62-1990","tt0097142","Dad","nm0004615","Dick Smith",NA,NA
"Best Makeup",NA,"Dick Smith, Ken Diaz, Greg Nelson","62-1990","tt0097142","Dad","nm0225004","Ken Diaz",NA,NA
"Best Makeup",NA,"Dick Smith, Ken Diaz, Greg Nelson","62-1990","tt0097142","Dad","nm0625397","Greg Nelson",NA,NA
"Best Makeup",NA,"Maggie Weston, Fabrizio Sforza","62-1990","tt0096764","The Adventures of Baron Munchausen","nm1461907","Maggie Weston",NA,NA
"Best Makeup",NA,"Maggie Weston, Fabrizio Sforza","62-1990","tt0096764","The Adventures of Baron Munchausen","nm0786969","Fabrizio Sforza",NA,NA
"Best Music, Original Score","Winner","Alan Menken","62-1990","tt0097757","The Little Mermaid","nm0579678","Alan Menken",NA,NA
"Best Music, Original Score",NA,"John Williams","62-1990","tt0096969","Born on the Fourth of July","nm0002354","John Williams",NA,NA
"Best Music, Original Score",NA,"James Horner","62-1990","tt0097351","Field of Dreams","nm0000035","James Horner",NA,NA
"Best Music, Original Score",NA,"John Williams","62-1990","tt0097576","Indiana Jones and the Last Crusade","nm0002354","John Williams",NA,NA
"Best Music, Original Score",NA,"Dave Grusin","62-1990","tt0097322","The Fabulous Baker Boys","nm0006115","Dave Grusin",NA,NA
"Best Music, Original Song","Winner","Alan Menken (music), Howard Ashman (lyrics)","62-1990","tt0097757","The Little Mermaid","nm0579678","Alan Menken",NA,NA
"Best Music, Original Song","Winner","Alan Menken (music), Howard Ashman (lyrics)","62-1990","tt0097757","The Little Mermaid","nm0039141","Howard Ashman",NA,NA
"Best Music, Original Song",NA,"Tom Snow (music), Dean Pitchford (lyrics)","62-1990","tt0097044","Chances Are","nm0811330","Tom Snow",NA,NA
"Best Music, Original Song",NA,"Tom Snow (music), Dean Pitchford (lyrics)","62-1990","tt0097044","Chances Are","nm0685673","Dean Pitchford",NA,NA
"Best Music, Original Song",NA,"Randy Newman","62-1990","tt0098067","Parenthood","nm0005271","Randy Newman",NA,NA
"Best Music, Original Song",NA,"Marvin Hamlisch (music), Alan Bergman (lyrics), Marilyn Bergman (lyrics)","62-1990","tt0098319","Shirley Valentine","nm0006121","Marvin Hamlisch",NA,NA
"Best Music, Original Song",NA,"Marvin Hamlisch (music), Alan Bergman (lyrics), Marilyn Bergman (lyrics)","62-1990","tt0098319","Shirley Valentine","nm0074732","Alan Bergman",NA,NA
"Best Music, Original Song",NA,"Marvin Hamlisch (music), Alan Bergman (lyrics), Marilyn Bergman (lyrics)","62-1990","tt0098319","Shirley Valentine","nm0004750","Marilyn Bergman",NA,NA
"Best Music, Original Song",NA,"Alan Menken (music), Howard Ashman (lyrics)","62-1990","tt0097757","The Little Mermaid","nm0579678","Alan Menken",NA,NA
"Best Music, Original Song",NA,"Alan Menken (music), Howard Ashman (lyrics)","62-1990","tt0097757","The Little Mermaid","nm0039141","Howard Ashman",NA,NA
"Best Picture","Winner","Richard D. Zanuck, Lili Fini Zanuck","62-1990","tt0097239","Driving Miss Daisy","nm0005573","Richard D. Zanuck",NA,NA
"Best Picture","Winner","Richard D. Zanuck, Lili Fini Zanuck","62-1990","tt0097239","Driving Miss Daisy","nm0005572","Lili Fini Zanuck",NA,NA
"Best Picture",NA,"A. Kitman Ho, Oliver Stone","62-1990","tt0096969","Born on the Fourth of July","nm0457715","A. Kitman Ho",NA,NA
"Best Picture",NA,"A. Kitman Ho, Oliver Stone","62-1990","tt0096969","Born on the Fourth of July","nm0000231","Oliver Stone",NA,NA
"Best Picture",NA,"Steven Haft, Paul Junger Witt, Tony Thomas","62-1990","tt0097165","Dead Poets Society","nm0353187","Steven Haft",NA,NA
"Best Picture",NA,"Steven Haft, Paul Junger Witt, Tony Thomas","62-1990","tt0097165","Dead Poets Society","nm0432625","Paul Junger Witt",NA,NA
"Best Picture",NA,"Steven Haft, Paul Junger Witt, Tony Thomas","62-1990","tt0097165","Dead Poets Society","nm0859597","Tony Thomas",NA,NA
"Best Picture",NA,"Lawrence Gordon, Charles Gordon","62-1990","tt0097351","Field of Dreams","nm0330383","Lawrence Gordon",NA,NA
"Best Picture",NA,"Lawrence Gordon, Charles Gordon","62-1990","tt0097351","Field of Dreams","nm0330077","Charles Gordon",NA,NA
"Best Picture",NA,"Noel Pearson","62-1990","tt0097937","My Left Foot","nm0669348","Noel Pearson",NA,NA
"Best Short Film, Animated","Winner","Christoph Lauenstein, Wolfgang Lauenstein","62-1990","tt0096880","Balance","nm0490771","Christoph Lauenstein",NA,NA
"Best Short Film, Animated","Winner","Christoph Lauenstein, Wolfgang Lauenstein","62-1990","tt0096880","Balance","nm0490773","Wolfgang Lauenstein",NA,NA
"Best Short Film, Animated",NA,"Aleksandr Petrov","62-1990","tt0097118","The Cow","nm0678154","Aleksandr Petrov",NA,NA
"Best Short Film, Animated",NA,"Mark Baker","62-1990","tt0097509","The Hill Farm","nm0048735","Mark Baker",NA,NA
"Best Short Film, Live Action","Winner","James Hendrie","62-1990","tt0098677","Work Experience","nm0376835","James Hendrie",NA,NA
