"AwardCategory","AwardWinner","PrimaryTitle","PrimaryID","SecondaryName.list","AwardCeremony","SecondaryID","SecondaryName","AwardCategory.y"
"Best Writing, Screenplay Adapted From Other Material","Winner","One Flew Over the Cuckoo's Nest","title/tt0073486","Lawrence Hauben, Bo Goldman","48-1976","name/nm0369142","Lawrence Hauben","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material","Winner","One Flew Over the Cuckoo's Nest","title/tt0073486","Lawrence Hauben, Bo Goldman","48-1976","name/nm0325743","Bo Goldman","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Barry Lyndon","title/tt0072684","Stanley Kubrick","48-1976","name/nm0000040","Stanley Kubrick","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Scent of a Woman","title/tt0072037","Ruggero Maccari, Dino Risi","48-1976","name/nm0531431","Ruggero Maccari","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"Scent of a Woman","title/tt0072037","Ruggero Maccari, Dino Risi","48-1976","name/nm0728271","Dino Risi","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"The Man Who Would Be King","title/tt0073341","John Huston, Gladys Hill","48-1976","name/nm0001379","John Huston","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"The Man Who Would Be King","title/tt0073341","John Huston, Gladys Hill","48-1976","name/nm0384283","Gladys Hill","Best Writing, Screenplay Adapted From Other Material"
"Best Writing, Screenplay Adapted From Other Material",NA,"The Sunshine Boys","title/tt0073766","Neil Simon","48-1976","name/nm0800319","Neil Simon","Best Writing, Screenplay Adapted From Other Material"
"Best Actor in a Leading Role","Winner","Peter Finch","name/nm0002075","Network","49-1977","title/tt0074958","Network","Best Actor in a Leading Role"
"Best Actor in a Leading Role","Winner","Peter Finch","name/nm0002075","Network","49-1977","title/tt0074958","Network","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Giancarlo Giannini","name/nm0316284","Seven Beauties","49-1977","title/tt0075040","Seven Beauties","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Robert De Niro","name/nm0000134","Taxi Driver","49-1977","title/tt0075314","Taxi Driver","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"Sylvester Stallone","name/nm0000230","Rocky","49-1977","title/tt0075148","Rocky","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"William Holden","name/nm0000034","Network","49-1977","title/tt0074958","Network","Best Actor in a Leading Role"
"Best Actor in a Leading Role",NA,"William Holden","name/nm0000034","Network","49-1977","title/tt0074958","Network","Best Actor in a Leading Role"
"Best Actor in a Supporting Role","Winner","Jason Robards","name/nm0001673","All the President's Men","49-1977","title/tt0074119","All the President's Men","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Burgess Meredith","name/nm0580565","Rocky","49-1977","title/tt0075148","Rocky","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Burgess Meredith","name/nm0580565","Rocky","49-1977","title/tt0075148","Rocky","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Burt Young","name/nm0949350","Rocky","49-1977","title/tt0075148","Rocky","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Burt Young","name/nm0949350","Rocky","49-1977","title/tt0075148","Rocky","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Laurence Olivier","name/nm0000059","Marathon Man","49-1977","title/tt0074860","Marathon Man","Best Actor in a Supporting Role"
"Best Actor in a Supporting Role",NA,"Ned Beatty","name/nm0000885","Network","49-1977","title/tt0074958","Network","Best Actor in a Supporting Role"
"Best Actress in a Leading Role","Winner","Faye Dunaway","name/nm0001159","Network","49-1977","title/tt0074958","Network","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Liv Ullmann","name/nm0880521","Face to Face","49-1977","title/tt0074147","Face to Face","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Marie-Christine Barrault","name/nm0056763","Cousin cousine","49-1977","title/tt0072826","Cousin cousine","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Sissy Spacek","name/nm0000651","Carrie","49-1977","title/tt0074285","Carrie","Best Actress in a Leading Role"
"Best Actress in a Leading Role",NA,"Talia Shire","name/nm0001735","Rocky","49-1977","title/tt0075148","Rocky","Best Actress in a Leading Role"
"Best Actress in a Supporting Role","Winner","Beatrice Straight","name/nm0833152","Network","49-1977","title/tt0074958","Network","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Jane Alexander","name/nm0000737","All the President's Men","49-1977","title/tt0074119","All the President's Men","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Jodie Foster","name/nm0000149","Taxi Driver","49-1977","title/tt0075314","Taxi Driver","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Lee Grant","name/nm0335519","Voyage of the Damned","49-1977","title/tt0075406","Voyage of the Damned","Best Actress in a Supporting Role"
"Best Actress in a Supporting Role",NA,"Piper Laurie","name/nm0001453","Carrie","49-1977","title/tt0074285","Carrie","Best Actress in a Supporting Role"
"Best Art Direction-Set Decoration","Winner","All the President's Men","title/tt0074119","George Jenkins, George Gaines","49-1977","name/nm0420846","George Jenkins","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration","Winner","All the President's Men","title/tt0074119","George Jenkins, George Gaines","49-1977","name/nm0301321","George Gaines","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"Logan's Run","title/tt0074812","Dale Hennesy, Robert De Vestel","49-1977","name/nm0377322","Dale Hennesy","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"Logan's Run","title/tt0074812","Dale Hennesy, Robert De Vestel","49-1977","name/nm0212113","Robert De Vestel","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Incredible Sarah","title/tt0074678","Elliot Scott, Norman Reynolds","49-1977","name/nm0779089","Elliot Scott","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Incredible Sarah","title/tt0074678","Elliot Scott, Norman Reynolds","49-1977","name/nm0721888","Norman Reynolds","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Last Tycoon","title/tt0074777","Gene Callahan, Jack T. Collis, Jerry Wunderlich","49-1977","name/nm0130194","Gene Callahan","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Last Tycoon","title/tt0074777","Gene Callahan, Jack T. Collis, Jerry Wunderlich","49-1977","name/nm0172795","Jack T. Collis","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Last Tycoon","title/tt0074777","Gene Callahan, Jack T. Collis, Jerry Wunderlich","49-1977","name/nm0943332","Jerry Wunderlich","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Shootist","title/tt0075213","Robert F. Boyle, Arthur Jeph Parker","49-1977","name/nm0102327","Robert F. Boyle","Best Art Direction-Set Decoration"
"Best Art Direction-Set Decoration",NA,"The Shootist","title/tt0075213","Robert F. Boyle, Arthur Jeph Parker","49-1977","name/nm0662057","Arthur Jeph Parker","Best Art Direction-Set Decoration"
"Best Cinematography","Winner","Bound for Glory","title/tt0074235","Haskell Wexler","49-1977","name/nm0005549","Haskell Wexler","Best Cinematography"
"Best Cinematography",NA,"A Star Is Born","title/tt0075265","Robert Surtees","49-1977","name/nm0005892","Robert Surtees","Best Cinematography"
"Best Cinematography",NA,"King Kong","title/tt0074751","Richard H. Kline","49-1977","name/nm0459660","Richard H. Kline","Best Cinematography"
"Best Cinematography",NA,"Logan's Run","title/tt0074812","Ernest Laszlo","49-1977","name/nm0005768","Ernest Laszlo","Best Cinematography"
"Best Cinematography",NA,"Network","title/tt0074958","Owen Roizman","49-1977","name/nm0005845","Owen Roizman","Best Cinematography"
"Best Costume Design","Winner","Fellini's Casanova","title/tt0074291","Danilo Donati","49-1977","name/nm0232219","Danilo Donati","Best Costume Design"
"Best Costume Design",NA,"Bound for Glory","title/tt0074235","William Ware Theiss","49-1977","name/nm0857377","William Ware Theiss","Best Costume Design"
"Best Costume Design",NA,"The Incredible Sarah","title/tt0074678","Anthony Mendleson","49-1977","name/nm0579162","Anthony Mendleson","Best Costume Design"
"Best Costume Design",NA,"The Passover Plot","title/tt0075043","Mary Wills","49-1977","name/nm0932683","Mary Wills","Best Costume Design"
"Best Costume Design",NA,"The Seven-Per-Cent Solution","title/tt0075194","Alan Barrett","49-1977","name/nm0057049","Alan Barrett","Best Costume Design"
"Best Director","Winner","John G. Avildsen","name/nm0000814","Rocky","49-1977","title/tt0075148","Rocky","Best Director"
"Best Director",NA,"Alan J. Pakula","name/nm0001587","All the President's Men","49-1977","title/tt0074119","All the President's Men","Best Director"
"Best Director",NA,"Ingmar Bergman","name/nm0000005","Face to Face","49-1977","title/tt0074147","Face to Face","Best Director"
"Best Director",NA,"Lina WertmÃ¼ller","name/nm0921631","Seven Beauties","49-1977","title/tt0075040","Seven Beauties","Best Director"
"Best Director",NA,"Sidney Lumet","name/nm0001486","Network","49-1977","title/tt0074958","Network","Best Director"
"Best Documentary, Features","Winner","Harlan County U.S.A.","title/tt0074605","Barbara Kopple","49-1977","name/nm0465932","Barbara Kopple","Best Documentary, Features"
"Best Documentary, Features",NA,"Hollywood on Trial","title/tt0074635","James C. Gutman, David Helpern","49-1977","name/nm0349634","James C. Gutman","Best Documentary, Features"
"Best Documentary, Features",NA,"Hollywood on Trial","title/tt0074635","James C. Gutman, David Helpern","49-1977","name/nm0375809","David Helpern","Best Documentary, Features"
"Best Documentary, Features",NA,"Off the Edge","title/tt0074997","Michael Firth","49-1977","name/nm0278751","Michael Firth","Best Documentary, Features"
"Best Documentary, Features",NA,"People of the Wind","title/tt0075052","Anthony Howarth, David Koff","49-1977","name/nm0397700","Anthony Howarth","Best Documentary, Features"
"Best Documentary, Features",NA,"People of the Wind","title/tt0075052","Anthony Howarth, David Koff","49-1977","name/nm0463007","David Koff","Best Documentary, Features"
"Best Documentary, Features",NA,"Volcano: An Inquiry Into the Life and Death of Malcolm Lowry","title/tt0070889","Donald Brittain, Robert A. Duncan","49-1977","name/nm0110086","Donald Brittain","Best Documentary, Features"
"Best Documentary, Features",NA,"Volcano: An Inquiry Into the Life and Death of Malcolm Lowry","title/tt0070889","Donald Brittain, Robert A. Duncan","49-1977","name/nm0242086","Robert A. Duncan","Best Documentary, Features"
"Best Documentary, Short Subjects","Winner","Number Our Days","title/tt0074987","Lynne Littman","49-1977","name/nm0003313","Lynne Littman","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"American Shoeshine","title/tt0074134","Sparky Greene","49-1977","name/nm0338928","Sparky Greene","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Blackwood","title/tt0074215","Tony Ianzelo, Andy Thomson","49-1977","name/nm0406349","Tony Ianzelo","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Blackwood","title/tt0074215","Tony Ianzelo, Andy Thomson","49-1977","name/nm0859851","Andy Thomson","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"The End of the Road","title/tt0074482","John Armstrong","49-1977","name/nm0035761","John Armstrong","Best Documentary, Short Subjects"
"Best Documentary, Short Subjects",NA,"Universe","title/tt0075373","Lester Novros","49-1977","name/nm0637279","Lester Novros","Best Documentary, Short Subjects"
"Best Film Editing","Winner","Rocky","title/tt0075148","Richard Halsey, Scott Conrad","49-1977","name/nm0357041","Richard Halsey","Best Film Editing"
"Best Film Editing","Winner","Rocky","title/tt0075148","Richard Halsey, Scott Conrad","49-1977","name/nm0175722","Scott Conrad","Best Film Editing"
"Best Film Editing",NA,"All the President's Men","title/tt0074119","Robert L. Wolfe","49-1977","name/nm0938130","Robert L. Wolfe","Best Film Editing"
"Best Film Editing",NA,"Bound for Glory","title/tt0074235","Robert C. Jones, Pembroke J. Herring","49-1977","name/nm0002717","Robert C. Jones","Best Film Editing"
"Best Film Editing",NA,"Bound for Glory","title/tt0074235","Robert C. Jones, Pembroke J. Herring","49-1977","name/nm0380670","Pembroke J. Herring","Best Film Editing"
"Best Film Editing",NA,"Network","title/tt0074958","Alan Heim","49-1977","name/nm0374189","Alan Heim","Best Film Editing"
"Best Film Editing",NA,"Two-Minute Warning","title/tt0075359","Eve Newman, Walter Hannemann","49-1977","name/nm0628085","Eve Newman","Best Film Editing"
"Best Film Editing",NA,"Two-Minute Warning","title/tt0075359","Eve Newman, Walter Hannemann","49-1977","name/nm0360385","Walter Hannemann","Best Film Editing"
"Best Foreign Language Film","Winner","Black and White in Color","title/tt0074972","","49-1977",NA,NA,NA
"Best Foreign Language Film",NA,"Cousin cousine","title/tt0072826","","49-1977",NA,NA,NA
"Best Foreign Language Film",NA,"Jacob the Liar","title/tt0071688","","49-1977",NA,NA,NA
"Best Foreign Language Film",NA,"Noce i dnie","title/tt0073460","","49-1977",NA,NA,NA
"Best Foreign Language Film",NA,"Seven Beauties","title/tt0075040","","49-1977",NA,NA,NA
"Best Music, Original Score","Winner","The Omen","title/tt0075005","Jerry Goldsmith","49-1977","name/nm0000025","Jerry Goldsmith","Best Music, Original Score"
"Best Music, Original Score",NA,"Obsession","title/tt0074991","Bernard Herrmann","49-1977","name/nm0002136","Bernard Herrmann","Best Music, Original Score"
"Best Music, Original Score",NA,"Obsession","title/tt0074991","Bernard Herrmann","49-1977","name/nm0002136","Bernard Herrmann","Best Music, Original Score"
"Best Music, Original Score",NA,"Taxi Driver","title/tt0075314","Bernard Herrmann","49-1977","name/nm0002136","Bernard Herrmann","Best Music, Original Score"
"Best Music, Original Score",NA,"Taxi Driver","title/tt0075314","Bernard Herrmann","49-1977","name/nm0002136","Bernard Herrmann","Best Music, Original Score"
"Best Music, Original Score",NA,"The Outlaw Josey Wales","title/tt0075029","Jerry Fielding","49-1977","name/nm0006076","Jerry Fielding","Best Music, Original Score"
"Best Music, Original Score",NA,"Voyage of the Damned","title/tt0075406","Lalo Schifrin","49-1977","name/nm0006277","Lalo Schifrin","Best Music, Original Score"
"Best Music, Original Song","Winner","A Star Is Born","title/tt0075265","Barbra Streisand (music), Paul Williams (lyrics)","49-1977","name/nm0000659","Barbra Streisand","Best Music, Original Song"
"Best Music, Original Song","Winner","A Star Is Born","title/tt0075265","Barbra Streisand (music), Paul Williams (lyrics)","49-1977","name/nm0931437","Paul Williams","Best Music, Original Song"
"Best Music, Original Song",NA,"Half a House","title/tt0074601","Sammy Fain (music), Paul Francis Webster (lyrics)","49-1977","name/nm0006066","Sammy Fain","Best Music, Original Song"
"Best Music, Original Song",NA,"Half a House","title/tt0074601","Sammy Fain (music), Paul Francis Webster (lyrics)","49-1977","name/nm0916990","Paul Francis Webster","Best Music, Original Song"
"Best Music, Original Song",NA,"Rocky","title/tt0075148","Bill Conti (music), Carol Connors (lyrics), Ayn Robbins (lyrics)","49-1977","name/nm0006015","Bill Conti","Best Music, Original Song"
"Best Music, Original Song",NA,"Rocky","title/tt0075148","Bill Conti (music), Carol Connors (lyrics), Ayn Robbins (lyrics)","49-1977","name/nm0175486","Carol Connors","Best Music, Original Song"
"Best Music, Original Song",NA,"Rocky","title/tt0075148","Bill Conti (music), Carol Connors (lyrics), Ayn Robbins (lyrics)","49-1977","name/nm0730291","Ayn Robbins","Best Music, Original Song"
