"ItemYear","year_ceremony","ceremony","Award","AwardRecipient","ItemTitle","IMDBid","ItemRuntime"
1987,1988,60,"FILM EDITING","Gabriella Cristiani","The Last Emperor","tt0093389","163 min"
1987,1988,60,"FOREIGN LANGUAGE FILM","Denmark","Babette's Feast","tt0092603","103 min"
1987,1988,60,"MAKEUP","Rick Baker","Harry and the Hendersons","tt0093148","110 min"
1987,1988,60,"MUSIC (Original Score)","Ryuichi Sakamoto, David Byrne, Cong Su","The Last Emperor","tt0093389","163 min"
1987,1988,60,"MUSIC (Original Song)","Music by Franke Previte, John DeNicola and Donald Markowitz; Lyric by Franke Previte","Dirty Dancing","tt0092890","100 min"
1987,1988,60,"SHORT FILM (Animated)","Frédéric Back, Producer","The Man Who Planted Trees","tt0093488","30 min"
1987,1988,60,"SHORT FILM (Live Action)","Jonathan Sanger and Jana Sue Memel, Producers","Ray's Male Heterosexual Dance Hall","tt0093826","23 min"
1987,1988,60,"SOUND","Bill Rowe, Ivan Sharrock","The Last Emperor","tt0093389","163 min"
1987,1988,60,"VISUAL EFFECTS","Dennis Muren, William George, Harley Jessup, Kenneth Smith","Innerspace","tt0093260","120 min"
1987,1988,60,"WRITING (Screenplay Based on Material from Another Medium)","Mark Peploe, Bernardo Bertolucci","The Last Emperor","tt0093389","163 min"
1987,1988,60,"WRITING (Screenplay Written Directly for the Screen)","John Patrick Shanley","Moonstruck","tt0093565","102 min"
1988,1989,61,"ACTOR IN A LEADING ROLE","Dustin Hoffman","Rain Man","tt0095953","133 min"
1988,1989,61,"ACTOR IN A SUPPORTING ROLE","Kevin Kline","A Fish Called Wanda","tt0095159","108 min"
1988,1989,61,"ACTRESS IN A LEADING ROLE","Jodie Foster","The Accused","tt0094608","111 min"
1988,1989,61,"ACTRESS IN A SUPPORTING ROLE","Geena Davis","The Accidental Tourist","tt0094606","121 min"
1988,1989,61,"ART DIRECTION","Art Direction:  Stuart Craig;  Set Decoration:  Gerard James","Dangerous Liaisons","tt0094947","119 min"
1988,1989,61,"BEST PICTURE","Mark Johnson, Producer","Rain Man","tt0095953","133 min"
1988,1989,61,"CINEMATOGRAPHY","Peter Biziou","Mississippi Burning","tt0095647","128 min"
1988,1989,61,"COSTUME DESIGN","James Acheson","Dangerous Liaisons","tt0094947","119 min"
1988,1989,61,"DIRECTING","Barry Levinson","Rain Man","tt0095953","133 min"
1988,1989,61,"DOCUMENTARY (Feature)","Marcel Ophuls, Producer","Hôtel Terminus","tt0095341","267 min"
1988,1989,61,"DOCUMENTARY (Short Subject)","William Guttentag and Malcolm Clarke, Producers","You Don't Have to Die","tt0096484","27 min"
1988,1989,61,"FILM EDITING","Arthur Schmidt","Who Framed Roger Rabbit","tt0096438","104 min"
1987,1989,61,"FOREIGN LANGUAGE FILM","Denmark","Pelle the Conqueror","tt0093713","157 min"
1988,1989,61,"MAKEUP","Ve Neill, Steve La Porte, Robert Short","Beetlejuice","tt0094721","92 min"
1988,1989,61,"MUSIC (Original Score)","Dave Grusin","The Milagro Beanfield War","tt0095638","117 min"
1988,1989,61,"MUSIC (Original Song)","Music and Lyric by Carly Simon","Working Girl","tt0096463","113 min"
1988,1989,61,"SHORT FILM (Animated)","John Lasseter, William Reeves","Tin Toy","tt0096273","5 min"
1988,1989,61,"SHORT FILM (Live Action)","Dean Parisot, Steven Wright","The Appointments of Dennis Jennings","tt0094670","29 min"
1988,1989,61,"SOUND","Les Fresholtz, Dick Alexander, Vern Poore, Willie D. Burton","Bird","tt0094747","161 min"
1988,1989,61,"SOUND EFFECTS EDITING","Charles L. Campbell, Louis L. Edemann","Who Framed Roger Rabbit","tt0096438","104 min"
1988,1989,61,"VISUAL EFFECTS","Ken Ralston, Richard Williams, Edward Jones, George Gibbs","Who Framed Roger Rabbit","tt0096438","104 min"
1988,1989,61,"WRITING (Screenplay Based on Material from Another Medium)","Christopher Hampton","Dangerous Liaisons","tt0094947","119 min"
1988,1989,61,"WRITING (Screenplay Written Directly for the Screen)","Screenplay by Ronald Bass, Barry Morrow;  Story by Barry Morrow","Rain Man","tt0095953","133 min"
1989,1990,62,"ACTOR IN A LEADING ROLE","Daniel Day Lewis","My Left Foot","tt0097937","103 min"
1989,1990,62,"ACTOR IN A SUPPORTING ROLE","Denzel Washington","Glory","tt0097441","122 min"
1989,1990,62,"ACTRESS IN A LEADING ROLE","Jessica Tandy","Driving Miss Daisy","tt0097239","99 min"
1989,1990,62,"ACTRESS IN A SUPPORTING ROLE","Brenda Fricker","My Left Foot","tt0097937","103 min"
1989,1990,62,"ART DIRECTION","Art Direction:  Anton Furst;  Set Decoration:  Peter Young","Batman","tt0096895","126 min"
1989,1990,62,"BEST PICTURE","Richard D. Zanuck and Lili Fini Zanuck, Producers","Driving Miss Daisy","tt0097239","99 min"
1989,1990,62,"CINEMATOGRAPHY","Freddie Francis","Glory","tt0097441","122 min"
1989,1990,62,"COSTUME DESIGN","Phyllis Dalton","Henry V","tt0097499","137 min"
1989,1990,62,"DIRECTING","Oliver Stone","Born on the Fourth of July","tt0096969","145 min"
1989,1990,62,"DOCUMENTARY (Feature)","Robert Epstein and Bill Couturié, Producers","Common Threads: Stories from the Quilt","tt0097099","79 min"
1989,1990,62,"DOCUMENTARY (Short Subject)","Charles Guggenheim, Producer","The Johnstown Flood","tt0097628","26 min"
1989,1990,62,"FILM EDITING","David Brenner, Joe Hutshing","Born on the Fourth of July","tt0096969","145 min"
1988,1990,62,"FOREIGN LANGUAGE FILM","Italy","Cinema Paradiso","tt0095765","155 min"
1989,1990,62,"MAKEUP","Manlio Rocchetti, Lynn Barber, Kevin Haney","Driving Miss Daisy","tt0097239","99 min"
1989,1990,62,"MUSIC (Original Score)","Alan Menken","The Little Mermaid","tt0097757","83 min"
1989,1990,62,"MUSIC (Original Song)","Music by Alan Menken; Lyric by Howard Ashman","The Little Mermaid","tt0097757","83 min"
1989,1990,62,"SHORT FILM (Animated)","Christoph Lauenstein, Wolfgang Lauenstein","Balance","tt0096880","7 min"
1989,1990,62,"SHORT FILM (Live Action)","James Hendrie","Work Experience","tt0098677","11 min"
1989,1990,62,"SOUND","Donald O. Mitchell, Gregg C. Rudloff, Elliot Tyson, Russell Williams II","Glory","tt0097441","122 min"
1989,1990,62,"SOUND EFFECTS EDITING","Ben Burtt, Richard Hymns","Indiana Jones and the Last Crusade","tt0097576","127 min"
1989,1990,62,"VISUAL EFFECTS","John Bruno, Dennis Muren, Hoyt Yeatman, Dennis Skotak","The Abyss","tt0096754","140 min"
1989,1990,62,"WRITING (Screenplay Based on Material from Another Medium)","Alfred Uhry","Driving Miss Daisy","tt0097239","99 min"
1989,1990,62,"WRITING (Screenplay Written Directly for the Screen)","Tom Schulman","Dead Poets Society","tt0097165","128 min"
1990,1991,63,"ACTOR IN A LEADING ROLE","Jeremy Irons","Reversal of Fortune","tt0100486","111 min"
1990,1991,63,"ACTOR IN A SUPPORTING ROLE","Joe Pesci","Goodfellas","tt0099685","146 min"
1990,1991,63,"ACTRESS IN A LEADING ROLE","Kathy Bates","Misery","tt0100157","107 min"
1990,1991,63,"ACTRESS IN A SUPPORTING ROLE","Whoopi Goldberg","Ghost","tt0099653","127 min"
1990,1991,63,"ART DIRECTION","Art Direction:  Richard Sylbert;  Set Decoration:  Rick Simpson","Dick Tracy","tt0099422","105 min"
1990,1991,63,"BEST PICTURE","Jim Wilson and Kevin Costner, Producers","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"CINEMATOGRAPHY","Dean Semler","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"COSTUME DESIGN","Franca Squarciapino","Cyrano de Bergerac","tt0099334","137 min"
1990,1991,63,"DIRECTING","Kevin Costner","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"DOCUMENTARY (Feature)","Barbara Kopple and Arthur Cohn, Producers","American Dream","tt0099028","98 min"
1991,1991,63,"DOCUMENTARY (Short Subject)","Steven Okazaki, Producer","Days of Waiting","tt0099372","28 min"
1990,1991,63,"FILM EDITING","Neil Travis","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"FOREIGN LANGUAGE FILM","Switzerland","Journey of Hope","tt0100470","105 min"
1990,1991,63,"MAKEUP","John Caglione, Jr., Doug Drexler","Dick Tracy","tt0099422","105 min"
1990,1991,63,"MUSIC (Original Score)","John Barry","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"MUSIC (Original Song)","Music and Lyric by Stephen Sondheim","Dick Tracy","tt0099422","105 min"
1989,1991,63,"SHORT FILM (Animated)","Nick Park","Creature Comforts","tt0099317","5 min"
1989,1991,63,"SHORT FILM (Live Action)","Adam Davidson","The Lunch Date","tt0100076","12 min"
1990,1991,63,"SOUND","Jeffrey Perkins, Bill W. Benton, Greg Watkins, Russell Williams II","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"SOUND EFFECTS EDITING","Cecelia Hall, George Watters II","The Hunt for Red October","tt0099810","135 min"
1990,1991,63,"WRITING (Screenplay Based on Material from Another Medium)","Michael Blake","Dances with Wolves","tt0099348","181 min"
1990,1991,63,"WRITING (Screenplay Written Directly for the Screen)","Bruce Joel Rubin","Ghost","tt0099653","127 min"
1991,1992,64,"ACTOR IN A LEADING ROLE","Anthony Hopkins","The Silence of the Lambs","tt0102926","118 min"
1991,1992,64,"ACTOR IN A SUPPORTING ROLE","Jack Palance","City Slickers","tt0101587","113 min"
1991,1992,64,"ACTRESS IN A LEADING ROLE","Jodie Foster","The Silence of the Lambs","tt0102926","118 min"
1991,1992,64,"ACTRESS IN A SUPPORTING ROLE","Mercedes Ruehl","The Fisher King","tt0101889","137 min"
1991,1992,64,"ART DIRECTION","Art Direction:  Dennis Gassner;  Set Decoration:  Nancy Haigh","Bugsy","tt0101516","136 min"
1991,1992,64,"BEST PICTURE","Edward Saxon, Kenneth Utt and Ron Bozman, Producers","The Silence of the Lambs","tt0102926","118 min"
1991,1992,64,"CINEMATOGRAPHY","Robert Richardson","JFK","tt0102138","189 min"
1991,1992,64,"COSTUME DESIGN","Albert Wolsky","Bugsy","tt0101516","136 min"
1991,1992,64,"DIRECTING","Jonathan Demme","The Silence of the Lambs","tt0102926","118 min"
1991,1992,64,"DOCUMENTARY (Feature)","Allie Light and Irving Saraf, Producers","In the Shadow of the Stars","tt0102114","93 min"
1991,1992,64,"DOCUMENTARY (Short Subject)","Debra Chasnoff, Producer","Deadly Deception: General Electric, Nuclear Weapons and Our Environment","tt0101683","27 min"
1991,1992,64,"FILM EDITING","Joe Hutshing, Pietro Scalia","JFK","tt0102138","189 min"
1991,1992,64,"FOREIGN LANGUAGE FILM","Italy","Mediterraneo","tt0102426","96 min"
1991,1992,64,"MAKEUP","Stan Winston, Jeff Dawn","Terminator 2: Judgment Day","tt0103064","137 min"
1991,1992,64,"MUSIC (Original Score)","Alan Menken","Beauty and the Beast","tt0101414","84 min"
1991,1992,64,"MUSIC (Original Song)","Music by Alan Menken; Lyric by Howard Ashman","Beauty and the Beast","tt0101414","84 min"
1991,1992,64,"SHORT FILM (Animated)","Daniel Greaves","Manipulation","tt0102392","7 min"
1991,1992,64,"SHORT FILM (Live Action)","Seth Winston, Rob Fried","Session Man","tt0108086","31 min"
1991,1992,64,"SOUND","Tom Johnson, Gary Rydstrom, Gary Summers, Lee Orloff","Terminator 2: Judgment Day","tt0103064","137 min"
1991,1992,64,"SOUND EFFECTS EDITING","Gary Rydstrom, Gloria S. Borders","Terminator 2: Judgment Day","tt0103064","137 min"
1991,1992,64,"VISUAL EFFECTS","Dennis Muren, Stan Winston, Gene Warren, Jr., Robert Skotak","Terminator 2: Judgment Day","tt0103064","137 min"
1991,1992,64,"WRITING (Screenplay Based on Material Previously Produced or Published)","Ted Tally","The Silence of the Lambs","tt0102926","118 min"
1991,1992,64,"WRITING (Screenplay Written Directly for the Screen)","Callie Khouri","Thelma & Louise","tt0103074","130 min"
1992,1993,65,"ACTOR IN A LEADING ROLE","Al Pacino","Scent of a Woman","tt0105323","156 min"
1992,1993,65,"ACTOR IN A SUPPORTING ROLE","Gene Hackman","Unforgiven","tt0105695","130 min"
1992,1993,65,"ACTRESS IN A LEADING ROLE","Emma Thompson","Howards End","tt0104454","142 min"
1992,1993,65,"ACTRESS IN A SUPPORTING ROLE","Marisa Tomei","My Cousin Vinny","tt0104952","120 min"
1992,1993,65,"ART DIRECTION","Art Direction:  Luciana Arrighi;  Set Decoration:  Ian Whittaker","Howards End","tt0104454","142 min"
1992,1993,65,"BEST PICTURE","Clint Eastwood, Producer","Unforgiven","tt0105695","130 min"
1992,1993,65,"CINEMATOGRAPHY","Philippe Rousselot","A River Runs Through It","tt0105265","123 min"
1992,1993,65,"COSTUME DESIGN","Eiko Ishioka","Dracula","tt0103874","128 min"
1992,1993,65,"DIRECTING","Clint Eastwood","Unforgiven","tt0105695","130 min"
1992,1993,65,"DOCUMENTARY (Feature)","Barbara Trent and David Kasper, Producers","The Panama Deception","tt0105089","91 min"
1992,1993,65,"DOCUMENTARY (Short Subject)","Thomas C. Goodwin and Gerardine Wurzburg, Producers","Educating Peter","tt0104167","30 min"
1992,1993,65,"FILM EDITING","Joel Cox","Unforgiven","tt0105695","130 min"
1992,1993,65,"FOREIGN LANGUAGE FILM","France","Indochine","tt0104507","160 min"
1992,1993,65,"MAKEUP","Greg Cannom, Michèle Burke, Matthew W. Mungle","Dracula","tt0103874","128 min"
1992,1993,65,"MUSIC (Original Score)","Alan Menken","Aladdin","tt0103639","90 min"
1992,1993,65,"MUSIC (Original Song)","Music by Alan Menken; Lyric by Tim Rice","Aladdin","tt0103639","90 min"
1992,1993,65,"SHORT FILM (Animated)","Joan C. Gratz","Mona Lisa Descending a Staircase","tt0104908","7 min"
1992,1993,65,"SHORT FILM (Live Action)","Sam Karmann","Omnibus","tt0105051","8 min"
1992,1993,65,"SOUND","Chris Jenkins, Doug Hemphill, Mark Smith, Simon Kaye","The Last of the Mohicans","tt0104691","112 min"
1992,1993,65,"SOUND EFFECTS EDITING","Tom C. McCarthy, David E. Stone","Dracula","tt0103874","128 min"
1992,1993,65,"VISUAL EFFECTS","Ken Ralston, Doug Chiang, Doug Smythe, Tom Woodruff, Jr.","Death Becomes Her","tt0104070","104 min"
1992,1993,65,"WRITING (Screenplay Based on Material Previously Produced or Published)","Ruth Prawer Jhabvala","Howards End","tt0104454","142 min"
1992,1993,65,"WRITING (Screenplay Written Directly for the Screen)","Neil Jordan","The Crying Game","tt0104036","112 min"
1993,1994,66,"ACTOR IN A LEADING ROLE","Tom Hanks","Philadelphia","tt0107818","125 min"
1993,1994,66,"ACTOR IN A SUPPORTING ROLE","Tommy Lee Jones","The Fugitive","tt0106977","130 min"
1993,1994,66,"ACTRESS IN A LEADING ROLE","Holly Hunter","The Piano","tt0107822","121 min"
1993,1994,66,"ACTRESS IN A SUPPORTING ROLE","Anna Paquin","The Piano","tt0107822","121 min"
1993,1994,66,"ART DIRECTION","Art Direction:  Allan Starski;  Set Decoration:  Ewa Braun","Schindler's List","tt0108052","195 min"
1993,1994,66,"BEST PICTURE","Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers","Schindler's List","tt0108052","195 min"
1993,1994,66,"CINEMATOGRAPHY","Janusz Kaminski","Schindler's List","tt0108052","195 min"
1993,1994,66,"COSTUME DESIGN","Gabriella Pescucci","The Age of Innocence","tt0106226","139 min"
1993,1994,66,"DIRECTING","Steven Spielberg","Schindler's List","tt0108052","195 min"
1993,1994,66,"DOCUMENTARY (Feature)","Susan Raymond, Alan Raymond","I Am a Promise: the Children of Stanton Elementary School","tt0107177","89 min"
1994,1994,66,"DOCUMENTARY (Short Subject)","Margaret Lazarus, Renner Wunderlich","Defending Our Lives","tt0106694","42 min"
1993,1994,66,"FILM EDITING","Michael Kahn","Schindler's List","tt0108052","195 min"
1992,1994,66,"FOREIGN LANGUAGE FILM","Spain","Belle Epoque","tt0103791","109 min"
1993,1994,66,"MAKEUP","Greg Cannom, Ve Neill, Yolanda Toussieng","Mrs. Doubtfire","tt0107614","125 min"
1993,1994,66,"MUSIC (Original Score)","John Williams","Schindler's List","tt0108052","195 min"
1993,1994,66,"MUSIC (Original Song)","Music and Lyric by Bruce Springsteen","Philadelphia","tt0107818","125 min"
1993,1994,66,"SHORT FILM (Animated)","Nick Park","The Wrong Trousers","tt0108598","30 min"
1993,1994,66,"SHORT FILM (Live Action)","Pepe Danquart","Black Rider","tt0108056","12 min"
1993,1994,66,"SOUND","Gary Summers, Gary Rydstrom, Shawn Murphy, Ron Judkins","Jurassic Park","tt0107290","127 min"
1993,1994,66,"SOUND EFFECTS EDITING","Gary Rydstrom, Richard Hymns","Jurassic Park","tt0107290","127 min"
1993,1994,66,"VISUAL EFFECTS","Dennis Muren, Stan Winston, Phil Tippett, Michael Lantieri","Jurassic Park","tt0107290","127 min"
1993,1994,66,"WRITING (Screenplay Based on Material Previously Produced or Published)","Steven Zaillian","Schindler's List","tt0108052","195 min"
1993,1994,66,"WRITING (Screenplay Written Directly for the Screen)","Jane Campion","The Piano","tt0107822","121 min"
1994,1995,67,"ACTOR IN A LEADING ROLE","Tom Hanks","Forrest Gump","tt0109830","142 min"
1994,1995,67,"ACTOR IN A SUPPORTING ROLE","Martin Landau","Ed Wood","tt0109707","127 min"
1994,1995,67,"ACTRESS IN A LEADING ROLE","Jessica Lange","Blue Sky","tt0109306","101 min"
1994,1995,67,"ACTRESS IN A SUPPORTING ROLE","Dianne Wiest","Bullets Over Broadway","tt0109348","98 min"
1994,1995,67,"ART DIRECTION","Art Direction:  Ken Adam;  Set Decoration:  Carolyn Scott","The Madness of King George","tt0110428","110 min"
1994,1995,67,"BEST PICTURE","Wendy Finerman, Steve Tisch and Steve Starkey, Producers","Forrest Gump","tt0109830","142 min"
1994,1995,67,"CINEMATOGRAPHY","John Toll","Legends of the Fall","tt0110322","133 min"
1994,1995,67,"COSTUME DESIGN","Lizzy Gardiner, Tim Chappel","The Adventures of Priscilla, Queen of the Desert","tt0109045","104 min"
1994,1995,67,"DIRECTING","Robert Zemeckis","Forrest Gump","tt0109830","142 min"
1994,1995,67,"DOCUMENTARY (Feature)","Freida Lee Mock, Terry Sanders","Maya Lin: A Strong Clear Vision","tt0110480","105 min"
1994,1995,67,"DOCUMENTARY (Short Subject)","Charles Guggenheim","A Time for Justice","tt0111436","38 min"
1994,1995,67,"FILM EDITING","Arthur Schmidt","Forrest Gump","tt0109830","142 min"
1994,1995,67,"FOREIGN LANGUAGE FILM","Russia","Burnt by the Sun","tt0111579","135 min"
1994,1995,67,"MAKEUP","Rick Baker, Ve Neill, Yolanda Toussieng","Ed Wood","tt0109707","127 min"
1994,1995,67,"MUSIC (Original Score)","Hans Zimmer","The Lion King","tt0110357","88 min"
1994,1995,67,"MUSIC (Original Song)","Music by Elton John; Lyric by Tim Rice","The Lion King","tt0110357","88 min"
1993,1995,67,"SHORT FILM (Animated)","Alison Snowden, David Fine","Bob's Birthday","tt0106446","12 min"
1993,1995,67,"SHORT FILM (Live Action)","Peter Capaldi, Ruth Kenley-Letts","Franz Kafka's It's a Wonderful Life","tt0106961","23 min"
1994,1995,67,"SHORT FILM (Live Action)","Peggy Rajski, Randy Stone","Trevor","tt0111486","23 min"
1994,1995,67,"SOUND","Gregg Landaker, Steve Maslow, Bob Beemer, David R. B. MacMillan","Speed","tt0111257","116 min"
1994,1995,67,"SOUND EFFECTS EDITING","Stephen Hunter Flick","Speed","tt0111257","116 min"
1994,1995,67,"VISUAL EFFECTS","Ken Ralston, George Murphy, Stephen Rosenbaum, Allen Hall","Forrest Gump","tt0109830","142 min"
1994,1995,67,"WRITING (Screenplay Based on Material Previously Produced or Published)","Eric Roth","Forrest Gump","tt0109830","142 min"
1994,1995,67,"WRITING (Screenplay Written Directly for the Screen)","Screenplay by Quentin Tarantino;  Stories by Quentin Tarantino & Roger Avary","Pulp Fiction","tt0110912","154 min"
1995,1996,68,"ACTOR IN A LEADING ROLE","Nicolas Cage","Leaving Las Vegas","tt0113627","111 min"
1995,1996,68,"ACTOR IN A SUPPORTING ROLE","Kevin Spacey","The Usual Suspects","tt0114814","106 min"
